Time,Day,Hour,Min,10->11, Event, Episode No, Duration, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI,,hist, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI Diff, Flow Diff
16200,11,6,0,,0,0,0,451.200012,57.299999,6.24,6885.600586,113.438049,,,430.720001,57.873329,5.915,6718.640625,0.545845,20.480011
16205,11,6,5,,0,0,0,489.600006,57.599998,6.44,7375.200684,112.847229,,,451.680054,57.263329,6.276333,7170.319336,-1.354179,37.919952
16210,11,6,10,,0,0,0,523.200012,56.599998,7.35,7898.400879,114.840996,,,466.560028,56.539997,6.522667,7636.880371,-0.810364,56.639984
16215,11,6,15,,0,0,0,523.200012,56.099998,7.37,8421.600586,115.864532,,,494.160065,55.816658,6.966,8131.041016,-1.269035,29.039948
16220,11,6,20,,0,0,0,595.200012,54,8.89,9016.800781,120.370369,,,504.799927,54.546673,7.447333,8635.839844,0.43528,90.400085
16225,11,6,25,,0,0,0,578.400024,52.200001,8.91,9595.201172,124.521072,,,542.559998,52.370007,8.456332,9178.402344,-0.309669,35.840027
16230,11,6,30,,0,0,0,576,52.099998,8.37,10171.20117,124.760078,,,548.480042,50.630005,9.038334,9726.880859,-4.914467,27.519958
16235,11,6,35,,0,0,0,566.400024,51.599998,8.4,10737.60156,125.968994,,,545.76001,48.646664,9.686666,10272.63965,-9.440292,20.640015
16240,11,6,40,,0,0,0,578.400024,49.799999,9.32,11316.00195,130.522095,,,574.159973,47.183334,10.263667,10846.79981,-9.840973,4.240051
16245,11,6,45,,0,0,0,571.200012,49.099998,8.79,11887.20215,132.382889,,,580,46.129993,9.907331,11426.79981,-10.823441,-8.799988
16250,11,6,50,,0,0,0,621.599976,47.799999,10.08,12508.80176,135.983261,,,567.920044,45.363338,9.774,11994.71973,-9.407684,53.679932
16255,11,6,55,,0,0,0,576,46.200001,9.87,13084.80176,140.692642,,,561.839966,45.236671,9.495,12556.56055,-4.972946,14.160034
16260,11,7,0,,0,0,0,544.799988,46,8.8,13629.60156,141.304352,,,542.319946,45.259998,9.155666,13098.87891,-4.783447,2.480042
16265,11,7,5,,0,0,0,566.400024,45.5,9.19,14196.00195,142.857147,,,524.799988,45.256664,8.748,13623.67871,-3.457443,41.600037
16270,11,7,10,,0,0,0,525.599976,44.200001,9.52,14721.60156,147.058823,,,540,44.856663,9.204667,14163.68066,-0.527588,-14.400024
16275,11,7,15,,0,0,0,580.799988,41.5,11.31,15302.40137,156.626511,,,570.320007,44.120003,9.904,14734,6.687698,10.47998
16280,11,7,20,,0,0,0,573.599976,35.900002,15.77,15876.00098,181.058487,,,551.360046,42.989998,10.148667,15285.36035,26.859421,22.239929
16285,11,7,25,,0,0,0,648,35.200001,13.71,16524,184.659088,,,575.679932,41.946667,10.785668,15861.04102,26.235764,72.320068
16290,11,7,30,,0,0,0,566.400024,35.599998,11.25,17090.40039,182.584274,,,564.479858,40.999996,10.745332,16425.51953,20.723206,1.920166
16295,11,7,35,,0,0,0,588,36,11.469999,17678.40039,180.555557,,,554.880005,40.296669,10.582,16980.40039,15.869446,33.119995
16300,11,7,40,,0,0,0,607.200012,35,12.84,18285.59961,185.714279,,,555.360046,39.633339,10.641667,17535.76172,18.551697,51.839966
16305,11,7,45,,0,0,0,592.799988,32.799999,14.5,18878.40039,198.170731,,,555.279968,38.726669,11.219666,18091.04102,26.352203,37.52002
16310,11,7,50,,0,0,0,590.400024,31,14.830001,19468.80078,209.677414,,,548.960022,38.169998,11.078334,18640,34.419708,41.440002
16315,11,7,55,,0,0,0,540,29.9,14.129999,20008.80078,217.391312,,,536.880005,37.866673,11.116667,19176.87891,38.85968,3.119995
16320,11,8,0,,0,0,0,552,28.700001,14.51,20560.80078,226.480835,,,554.23999,37.303333,11.64,19731.12109,43.780716,-2.23999
16325,11,8,5,,0,0,0,571.200012,28.799999,13.77,21132,225.694458,,,539.519958,37.166664,11.046665,20270.63867,42.219696,31.680054
16330,11,8,10,,0,0,0,532.799988,27.4,14.920001,21664.80078,237.226288,,,540.960022,36.246666,11.840667,20811.59766,48.772781,-8.160034
16335,11,8,15,,0,0,0,520.799988,25.299999,17.09,22185.60156,256.916992,,,531.52002,35.993336,11.304667,21343.11914,66.782608,-10.720032
16340,11,8,20,,0,0,0,518.400024,25.299999,14.33,22704.00195,256.916992,,,533.759949,35.513332,11.620666,21876.87891,64.372101,-15.359924
16345,11,8,25,,0,0,0,472.799988,23.4,16.93,23176.80273,277.777771,,,534.080017,34.700001,12.153002,22410.95898,80.407944,-61.280029
16350,11,8,30,,0,0,0,537.599976,25.4,12.93,23714.40234,255.905518,,,520.319946,34.173332,11.588666,22931.28125,57.039398,17.280029
16355,11,8,35,,0,0,0,542.400024,26.6,12.97,24256.80273,244.360901,,,519.919983,33.740002,11.807002,23451.19727,42.673965,22.480042
16360,11,8,40,,0,0,0,566.400024,27.9,13.160001,24823.20313,232.974915,,,519.360046,33.883327,11.286001,23970.5625,32.473801,47.039978
16365,11,8,45,,0,0,0,484.799988,28.700001,10.87,25308.00391,226.480835,,,512.320007,33.773338,11.640334,24482.88086,24.474731,-27.52002
16370,11,8,50,,0,0,0,523.200012,30.9,10.629999,25831.20313,210.355988,,,514.23999,33.666672,11.250667,24997.11914,9.552856,8.960022
16375,11,8,55,,0,0,0,496.799988,31.799999,10.21,26328.00391,204.402527,,,500.560028,33.903336,10.539001,25497.67969,6.1698,-3.76004
16380,11,9,0,,0,0,0,477.600006,31,11.25,26805.60352,209.677414,,,486.160034,34.496662,10.151334,25983.8418,14.858368,-8.560028
16385,11,9,5,,0,0,0,501.600006,30.700001,11.88,27307.20313,211.726379,,,456.560059,34.976669,9.408667,26440.40234,19.645325,45.039948
16390,11,9,10,,0,0,0,482.399994,31.9,9.53,27789.60352,203.761765,,,486.640015,36.366665,9.701334,26927.04102,17.992935,-4.240021
16395,11,9,15,,0,0,0,446.399994,34,8.23,28236.00391,191.176468,,,462.9599,36.91,9.256001,27390.00586,7.26181,-16.559906
16400,11,9,20,,0,0,0,439.200012,34.5,8.75,28675.20313,188.405792,,,475.52002,36.596668,9.372,27865.52148,4.382813,-36.320007
16405,11,9,25,,0,0,0,276,33.900002,5.52,28951.20313,191.740402,,,477.839996,36.633327,9.556,28343.36133,8.520676,-201.839996
16410,11,9,30,,0,0,0,453.600006,32.799999,10.67,29404.80273,198.170731,,,467.919983,37.18,9.075,28811.28125,17.27562,-14.319977
16415,11,9,35,,0,0,0,489.600006,32.400002,11.44,29894.40234,200.617279,,,470.000031,37.513332,9.342999,29281.2793,20.914825,19.599976
16420,11,9,40,,0,0,0,446.399994,30.6,11.35,30340.80273,212.418304,,,486.799988,37.246666,9.924334,29768.07422,30.878296,-40.399994
16425,11,9,45,,0,0,0,494.399994,30.1,12.19,30835.20313,215.946838,,,462.959961,37.563332,9.828334,30231.04492,34.555008,31.440033
16430,11,9,50,,0,0,0,468,30.6,10.19,31303.20313,212.418304,,,468.23996,37.396664,9.656666,30699.27539,31.065689,-0.23996
16435,11,9,55,,0,0,0,487.200012,31.799999,10.16,31790.40234,204.402527,,,472.720032,38.189999,9.132334,31172.00195,26.566849,14.47998
16440,11,10,0,,0,0,0,542.400024,35,9.72,32332.80273,185.714279,,,475.279999,40.556664,8.253332,31647.2793,18.081894,67.120026
16445,11,10,5,,0,0,0,444,38.900002,6.75,32776.80469,167.095108,,,474.240021,42.150002,8.126001,32121.52148,4.42952,-30.240021
16450,11,10,10,,0,0,0,429.600006,42.5,5.96,33206.40625,152.941177,,,465.760101,43.379997,7.917333,32587.28125,-6.084473,-36.160095
16455,11,10,15,,0,0,0,436.799988,45.599998,6.16,33643.20703,142.543869,,,441.840027,44.049995,8.120999,33029.11719,-16.910339,-5.040039
16460,11,10,20,,0,0,0,403.200012,48.200001,5.91,34046.40625,134.854767,,,446.720032,44.596668,7.989001,33475.83594,-24.510223,-43.52002
16465,11,10,25,,0,0,0,367.200012,47.900002,5.59,34413.60547,135.699371,,,460.640015,44.666672,8.179,33936.48047,-24.395081,-93.440002
16470,11,10,30,,0,0,0,369.600006,47,6.24,34783.20703,138.297867,,,462.720062,44.583336,8.203666,34399.20313,-21.750656,-93.120056
16475,11,10,35,,0,0,0,448.799988,39.599998,11.55,35232.00781,164.141418,,,458.000031,44.993336,8.464,34857.19922,3.66246,-9.200043
16480,11,10,40,,0,0,0,388.799988,32,23.530001,35620.80859,203.125,,,473.759979,44.653336,9.100001,35330.95313,41.002991,-84.959991
16485,11,10,45,,0,0,0,420,27.1,19.549999,36040.80859,239.852402,,,459.759949,44.310001,8.463666,35790.72266,76.463028,-39.759949
16490,11,10,50,,0,0,0,532.799988,26.299999,14.54,36573.60938,247.1483,,,454.799957,43.503338,8.672667,36245.51953,79.950851,78.000031
16495,11,10,55,,0,0,0,523.200012,27.200001,12.47,37096.80859,238.970581,,,474.95993,43.130001,9.488666,36720.47656,69.28688,48.240082
16500,11,11,0,,0,0,0,487.200012,27.200001,12.27,37584.00781,238.970581,,,442,43.033333,8.736667,37162.48047,67.425873,45.200012
16505,11,11,5,,0,0,0,501.600006,29.6,10.33,38085.60938,219.594589,,,453.52005,43.259998,8.743334,37615.99609,47.886917,48.079956
16510,11,11,10,,0,0,0,468,37.799999,6.34,38553.60938,171.957672,,,453.119995,43.429993,8.47,38069.125,2.067047,14.880005
16515,11,11,15,,0,0,0,470.399994,41.900002,6.46,39024.00781,155.131256,,,446.720001,44,8.076333,38515.83594,-10.236145,23.679993
16520,11,11,20,,0,0,0,432,44.799999,6.09,39456.00781,145.089294,,,450.560028,44.303329,8.227,38966.40234,-19.049667,-18.560028
16525,11,11,25,,0,0,0,477.600006,46.700001,6.76,39933.60938,139.186295,,,456.240021,44.213326,8.523668,39422.63672,-25.24086,21.359985
16530,11,11,30,,0,0,0,460.799988,47.400002,6.57,40394.41016,137.130798,,,444.720032,44.020004,8.902999,39867.36328,-30.855682,16.079956
16535,11,11,35,,0,0,0,477.600006,49.200001,6.79,40872.01172,132.113815,,,450.560028,44.263332,8.453,40317.91406,-36.378235,27.039978
16540,11,11,40,,0,0,0,446.399994,49.099998,6.44,41318.41016,132.382889,,,464.640045,44.043339,8.983334,40782.55859,-39.193481,-18.240051
16545,11,11,45,,0,0,0,134.399994,47.900002,1.93,41452.80859,135.699371,,,450.319946,43.713329,8.898667,41232.87891,-38.446411,-315.919952
16550,11,11,50,,0,0,0,470.399994,48.5,6.65,41923.20703,134.020615,,,444.639984,43.533333,8.969666,41677.51953,-43.037094,25.76001
16555,11,11,55,,0,0,0,420,49.900002,6,42343.20703,130.260513,,,425.519989,43.200001,8.853999,42103.04297,-50.654251,-5.519989
16560,11,12,0,,0,0,0,453.600006,49.700001,6.75,42796.80859,130.784714,,,425.279968,42.693336,9.575666,42528.31641,-56.648911,28.320038
16565,11,12,5,,0,0,0,427.200012,49.799999,5.91,43224.00781,130.522095,,,426.159943,42.203331,9.044335,42954.48047,-61.754715,1.04007
16570,11,12,10,,0,0,0,451.200012,49.900002,6.37,43675.20703,130.260513,,,428.880035,42.170006,9.268001,43383.36719,-65.74765,22.319977
16575,11,12,15,,0,0,0,465.600006,49.799999,6.79,44140.80859,130.522095,,,433.040039,41.75333,9.713334,43816.40234,-68.762115,32.559967
16580,11,12,20,,0,0,0,408,50.900002,5.44,44548.80859,127.70137,,,425.199982,41.606667,9.489667,44241.59766,-73.552475,-17.199982
16585,11,12,25,,0,0,0,508.799988,49.900002,7.28,45057.60938,130.260513,,,435.679993,41.409996,9.67,44677.27734,-72.786499,73.119995
16590,11,12,30,,0,0,0,424.799988,51.099998,5.93,45482.41016,127.201569,,,431.359955,41.353336,9.039334,45108.64063,-74.893845,-6.559967
16595,11,12,35,,0,0,0,424.799988,51,5.88,45907.21094,127.450981,,,453.600037,41.163338,9.596998,45562.23828,-72.971611,-28.800049
16600,11,12,40,,0,0,0,240,51.799999,3.41,46147.21094,125.482628,,,451.119995,40.793331,9.584667,46013.36328,-73.330299,-211.119995
16605,11,12,45,,0,0,0,453.600006,50.400002,6.52,46600.8125,128.968246,,,452.079987,40.996662,9.235001,46465.44141,-67.635788,1.52002
16610,11,12,50,,0,0,0,444,50.599998,6.56,47044.8125,128.458496,,,462.080048,40.850002,10.071668,46927.51953,-68.830612,-18.080048
16615,11,12,55,,0,0,0,465.600006,49.200001,6.77,47510.41406,132.113815,,,450.720001,41.556667,10.097332,47378.23828,-63.393982,14.880005
16620,11,13,0,,0,0,0,475.200012,50.099998,6.92,47985.61328,129.740524,,,436.480011,40.806664,10.180333,47814.72266,-69.156509,38.720001
16625,11,13,5,,0,0,0,468,49.799999,6.86,48453.61328,130.522095,,,440.320007,40.433338,9.667665,48255.04297,-68.328156,27.679993
16630,11,13,10,,0,0,0,254.399994,51,3.68,48708.01172,127.450981,,,429.920013,39.776669,9.698668,48684.95703,-71.180138,-175.52002
16635,11,13,15,,0,0,0,381.600006,49.299999,5.33,49089.61328,131.84584,,,455.440002,39.526665,10.635,49140.40234,-67.84169,-73.839996
16640,11,13,20,,0,0,0,465.600006,50.700001,6.49,49555.21484,128.205124,,,444.240021,39.253342,10.470998,49584.64063,-75.597931,21.359985
16645,11,13,25,,0,0,0,446.399994,50.700001,6.47,50001.61328,128.205124,,,445.040009,38.730003,10.510333,50029.67578,-78.808578,1.359985
16650,11,13,30,,0,0,0,468,50.799999,6.61,50469.61328,127.952759,,,448.720062,38.263332,10.444665,50478.39844,-80.140701,19.279938
16655,11,13,35,,0,0,0,458.399994,50.299999,6.48,50928.01172,129.224655,,,459.599945,37.783325,10.947335,50938,-80.060852,-1.199951
16660,11,13,40,,0,0,0,501.600006,49.900002,7.51,51429.61328,130.260513,,,465.360016,37.543335,11.074334,51403.35547,-80.816238,36.23999
16665,11,13,45,,0,0,0,480,50.900002,6.47,51909.61328,127.70137,,,438.240021,36.843334,10.984666,51841.58984,-88.785538,41.759979
16670,11,13,50,,0,0,0,463.200012,51.200001,6.55,52372.8125,126.953125,,,445.120087,36.136665,11.895,52286.72656,-94.311783,18.079926
16675,11,13,55,,0,0,0,213.600006,52,2.92,52586.41406,125,,,426.799988,35.73,11.428667,52713.52344,-99.484802,-213.199982
16680,11,14,0,,0,0,0,453.600006,50.599998,6.6,53040.01563,128.458496,,,429.040009,35.286671,11.679001,53142.55859,-99.543365,24.559998
16685,11,14,5,,0,0,0,444,51.700001,6.32,53484.01563,125.725334,,,432.080017,35.479996,11.386666,53574.64453,-104.824226,11.919983
16690,11,14,10,,0,0,0,532.799988,51.299999,7.75,54016.81641,126.705658,,,454.079987,35.713333,11.381,54028.71484,-102.407364,78.720001
16695,11,14,15,,0,0,0,475.200012,51.400002,6.65,54492.01563,126.459137,,,452.160065,35.509998,11.924333,54480.875,-105.564468,23.039948
16700,11,14,20,,0,0,0,372,40.700001,16.32,54864.01563,159.705154,,,444.960022,35.01667,11.999665,54925.83594,-74.50882,-72.960022
16705,11,14,25,,0,0,0,326.399994,32.900002,24.27,55190.41406,197.568375,,,443.0401,34.186668,12.998666,55368.88281,-42.617905,-116.640106
16710,11,14,30,,0,0,0,285.600006,27.4,23.42,55476.01563,237.226288,,,451.040039,33.353336,13.017335,55819.91797,-6.520996,-165.440033
16715,11,14,35,,0,0,0,362.399994,23.9,20.280001,55838.41406,271.966522,,,443.680023,32.363331,13.210334,56263.58984,22.593643,-81.280029
16720,11,14,40,,0,0,0,458.399994,23.1,16.240002,56296.8125,281.385284,,,430.799988,31.666666,12.887334,56694.39063,27.029221,27.600006
16725,11,14,45,,0,0,0,376.799988,20.299999,20.940001,56673.61328,320.197052,,,434.319977,30.460003,14.525666,57128.71484,54.46225,-57.519989
16730,11,14,50,,0,0,0,475.200012,20.9,15.93,57148.8125,311.004791,,,448.799988,29.240004,14.984668,57577.51563,39.183075,26.400024
16735,11,14,55,,0,0,0,386.399994,20.200001,16.809999,57535.21094,321.782166,,,429.440002,28.049995,15.140669,58006.95703,40.078278,-43.040009
16740,11,15,0,,0,0,0,218.399994,20.200001,8.32,57753.60938,321.782166,,,409.919952,27.359999,13.914,58416.875,35.882294,-191.519958
16745,11,15,5,,0,0,0,386.399994,19.799999,15.790001,58140.00781,328.282837,,,414.960052,27.109997,13.673,58831.84766,42.146454,-28.560059
16750,11,15,10,,0,0,0,391.200012,20.4,13.83,58531.20703,318.627472,,,423.439972,26.959999,13.578999,59255.27344,35.458801,-32.23996
16755,11,15,15,,0,0,0,412.799988,21.6,12.389999,58944.00781,300.925934,,,417.920013,26.443335,14.418001,59673.19531,17.475372,-5.120026
16760,11,15,20,,0,0,0,439.200012,22.4,14.200001,59383.20703,290.178589,,,426.880005,26.523338,13.957333,60100.07813,8.794128,12.320007
16765,11,15,25,,0,0,0,379.200012,22.4,14.370001,59762.40625,290.178589,,,413.840027,26.556665,13.542665,60513.92188,10.858459,-34.640015
16770,11,15,30,,0,0,0,376.799988,21.700001,13.83,60139.20703,299.539154,,,427.600006,26.986668,12.689668,60941.51563,28.186279,-50.800018
16775,11,15,35,,0,0,0,422.399994,21.9,14.659999,60561.60547,296.80365,,,423.039978,27.253334,13.166999,61364.5625,28.911957,-0.639984
16780,11,15,40,,0,0,0,429.600006,21.5,17.08,60991.20703,302.325592,,,415.440033,27.146669,13.856665,61779.99609,33.3591,14.159973
16785,11,15,45,,0,0,0,415.200012,20.9,16.65,61406.40625,311.004791,,,419.600006,26.923336,14.155667,62199.60156,40.197296,-4.399994
16790,11,15,50,,0,0,0,448.799988,21.700001,14.8,61855.20703,299.539154,,,388.800018,26.476671,13.779999,62588.39453,23.809601,59.999969
16795,11,15,55,,0,0,0,360,21.200001,17.039999,62215.20703,306.60376,,,386.399963,26.146664,14.379999,62974.79297,25.161407,-26.399963
16800,11,16,0,,0,0,0,396,21.1,14.69,62611.20703,308.056854,,,394.480042,25.973335,14.196668,63369.28906,24.100616,1.519958
16805,11,16,5,,0,0,0,444,22.9,12.19,63055.20703,283.842804,,,420.240021,26.566668,13.261333,63789.51953,6.757813,23.759979
16810,11,16,10,,0,0,0,417.600006,23.799999,13.64,63472.80859,273.109253,,,417.919952,27.203335,13.097,64207.4375,3.912231,-0.319946
16815,11,16,15,,0,0,0,405.600006,22.799999,15.32,63878.41016,285.087738,,,419.440002,26.953329,14.428332,64626.875,14.658997,-13.839996
16820,11,16,20,,0,0,0,405.600006,23.1,13.799999,64284.01172,281.385284,,,387.919983,26.00667,14.940999,65014.80078,1.129517,17.680023
16825,11,16,25,,0,0,0,441.600006,23.4,14.669999,64725.61328,277.777771,,,400.639984,25.336668,15.333668,65415.44531,-8.472046,40.960022
16830,11,16,30,,0,0,0,439.200012,24.9,12.57,65164.8125,261.044189,,,389.600037,24.92,14.707667,65805.04688,-28.695831,49.599976
16835,11,16,35,,0,0,0,436.799988,24.6,15.75,65601.60938,264.227631,,,409.359955,24.999998,14.530334,66214.39844,-22.024323,27.440033
16840,11,16,40,,0,0,0,364.799988,22.9,16.93,65966.40625,283.842804,,,404.559998,25.003332,14.946666,66618.96094,-2.100616,-39.76001
16845,11,16,45,,0,0,0,422.399994,23.5,13.45,66388.80469,276.595734,,,385.759979,24.746666,15.316334,67004.71094,-12.697662,36.640015
16850,11,16,50,,0,0,0,412.799988,23.299999,15.93,66801.60156,278.969971,,,365.200043,23.859999,15.948667,67369.92188,-19.696045,47.599945
16855,11,16,55,,0,0,0,369.600006,20.700001,17.91,67171.20313,314.009644,,,384.240021,23.24,16.071333,67754.16406,7.174408,-14.640015
16860,11,17,0,,0,0,0,338.399994,21,18.199999,67509.60156,309.523804,,,392.000031,23.223333,16.079668,68146.15625,3.378693,-53.600037
16865,11,17,5,,0,0,0,384,20,16.689999,67893.60156,325,,,402.240021,23.42,15.619335,68548.40625,19.862457,-18.240021
16870,11,17,10,,0,0,0,316.799988,19.4,19.470001,68210.39844,335.051544,,,384.640015,23.836666,15.810665,68933.03906,33.514374,-67.840027
16875,11,17,15,,0,0,0,326.399994,18.9,19.68,68536.79688,343.915344,,,368.239929,23.183332,15.836334,69301.28906,32.334564,-41.839935
16880,11,17,20,,0,0,0,328.799988,19.200001,19.280001,68865.59375,338.541656,,,361.840027,22.793339,16.301998,69663.11719,23.259644,-33.040039
16885,11,17,25,,0,0,0,333.600006,18.799999,20.730001,69199.19531,345.74469,,,363.519958,22.363335,16.730669,70026.64063,25.347443,-29.919952
16890,11,17,30,,0,0,0,324,18.4,19.460001,69523.19531,353.260864,,,378.640045,22.103333,16.696667,70405.27344,29.816589,-54.640045
16895,11,17,35,,0,0,0,309.600006,16.799999,20.129999,69832.79688,386.904785,,,368.560028,22.040003,16.023001,70773.84375,62.412201,-58.960022
16900,11,17,40,,0,0,0,369.600006,17.6,19.789999,70202.39844,369.318176,,,356.400024,22.333336,14.845331,71130.22656,47.589447,13.199982
16905,11,17,45,,0,0,0,345.600006,17.299999,19.91,70548,375.722565,,,372,23.01333,15.663667,71502.24219,57.622253,-26.399994
16910,11,17,50,,0,0,0,285.600006,17.1,21.57,70833.60156,380.116943,,,351.040039,23.543333,14.833667,71853.28125,66.08783,-65.440033
16915,11,17,55,,0,0,0,367.200012,17.6,17.24,71200.80469,369.318176,,,358.480011,24.049997,14.632334,72211.75781,55.007141,8.720001
16920,11,18,0,,0,0,0,345.600006,17.4,17.27,71546.40625,373.563232,,,374,24.840004,14.179334,72585.75781,66.37616,-28.399994
16925,11,18,5,,0,0,0,369.600006,17.299999,17.790001,71916.00781,375.722565,,,376.720001,26.323332,13.596332,72962.48438,78.375916,-7.119995
16930,11,18,10,,0,0,0,451.200012,20.799999,11.76,72367.21094,312.5,,,367.120056,27.946672,12.331666,73329.60156,26.903778,84.079956
16935,11,18,15,,0,0,0,427.200012,22,15.530001,72794.41406,295.454559,,,371.119995,29.276669,12.448668,73700.72656,18.326416,56.080017
16940,11,18,20,,0,0,0,364.799988,21.200001,16.01,73159.21094,306.60376,,,381.600037,30.333338,12.370333,74082.32813,37.519409,-16.800049
16945,11,18,25,,0,0,0,381.600006,21.6,14.740001,73540.8125,300.925934,,,373.28006,31.1,12.399333,74455.60938,34.453186,8.319946
16950,11,18,30,,0,0,0,403.200012,24,10.41,73944.01563,270.833344,,,360.399963,32.490002,10.788333,74816.00781,15.439285,42.800049
16955,11,18,35,,0,0,0,391.200012,23.5,14.49,74335.21875,276.595734,,,384.079987,34.129993,10.482666,75200.07031,34.169495,7.120026
16960,11,18,40,,0,0,0,336,24.299999,11.73,74671.21875,267.489716,,,350.320038,35.870003,9.526667,75550.39844,35.501709,-14.320038
16965,11,18,45,,0,0,0,379.200012,28.5,7.23,75050.42188,228.070175,,,383.600006,37.820004,9.072333,75934,10.720062,-4.399994
16970,11,18,50,,0,0,0,372,37.299999,4.72,75422.42188,174.262741,,,359.360046,39.909996,8.102001,76293.375,-30.485809,12.639954
16975,11,18,55,,0,0,0,379.200012,43.400002,5.04,75801.625,149.769577,,,370.640015,42.123329,7.584333,76664.01563,-40.659393,8.559998
16980,11,19,0,,0,0,0,364.799988,47.900002,4.77,76166.42188,135.699371,,,371.839996,44.610001,6.720334,77035.84375,-40.018356,-7.040009
16985,11,19,5,,0,0,0,357.600006,51.099998,4.51,76524.02344,127.201569,,,355.439972,46.766663,6.367333,77391.27344,-39.578796,2.160034
16990,11,19,10,,0,0,0,343.200012,54.099998,4.23,76867.22656,120.147881,,,352.640045,48.606667,5.683667,77743.91406,-35.165398,-9.440033
16995,11,19,15,,0,0,0,336,56.200001,4.12,77203.22656,115.658363,,,356.639984,50.240002,5.755667,78100.57031,-32.306587,-20.639984
17000,11,19,20,,0,0,0,355.200012,57.799999,4.31,77558.42969,112.456749,,,353.920013,51.696667,5.145334,78454.48438,-26.75013,1.279999
17005,11,19,25,,0,0,0,295.200012,58.599998,3.75,77853.63281,110.921501,,,326.800018,53.376667,4.584,78781.28906,-19.917473,-31.600006
17010,11,19,30,,0,0,0,153.600006,58.599998,1.93,78007.23438,110.921501,,,329.679993,54.84333,4.508333,79110.96875,-14.427475,-176.079987
17015,11,19,35,,0,0,0,297.600006,58.799999,3.79,78304.83594,110.54422,,,322.399994,56.096661,4.322667,79433.36719,-10.850418,-24.799988
17020,11,19,40,,0,0,0,266.399994,59.200001,3.43,78571.23438,109.797295,,,321.279968,57.063332,4.106,79754.64063,-6.480103,-54.879974
17025,11,19,45,,0,0,0,175.199997,59.5,2.16,78746.4375,109.243698,,,294.080017,57.970005,3.711334,80048.72656,-3.917686,-118.88002
17030,11,19,50,,0,0,0,278.399994,60.200001,3.51,79024.83594,107.973419,,,282.080017,58.476665,3.586334,80330.79688,-3.751289,-3.680023
17035,11,19,55,,0,0,0,290.399994,61,3.45,79315.23438,106.557381,,,288.879974,59.076668,3.613,80619.67969,-3.828018,1.52002
17040,11,20,0,,0,0,0,273.600006,61.5,3.28,79588.83594,105.691055,,,285.440002,59.356663,3.635,80905.13281,-4.03273,-11.839996
17045,11,20,5,,0,0,0,285.600006,62.299999,3.35,79874.4375,104.33387,,,285.039978,59.556667,3.629333,81190.16406,-5.001434,0.560028
17050,11,20,10,,0,0,0,256.799988,62.599998,3.11,80131.23438,103.83387,,,286.319977,59.856674,3.64,81476.47656,-4.943932,-29.519989
17055,11,20,15,,0,0,0,307.200012,62.5,3.76,80438.4375,104,,,291.759949,60,3.713333,81768.24219,-4.484779,15.440063
17060,11,20,20,,0,0,0,283.200012,62.599998,3.41,80721.64063,103.83387,,,279.359985,60.000011,3.547333,82047.60156,-4.652054,3.840027
17065,11,20,25,,0,0,0,283.200012,62.400002,3.52,81004.84375,104.166664,,,281.199982,60.343334,3.500666,82328.79688,-3.684578,2.000031
17070,11,20,30,,0,0,0,271.200012,62.299999,3.46,81276.04688,104.33387,,,266.879974,60.513321,3.37,82595.67188,-3.176247,4.320038
17075,11,20,35,,0,0,0,261.600006,62.299999,3.24,81537.64844,104.33387,,,270.400024,60.429996,3.448334,82866.08594,-3.33609,-8.800018
17080,11,20,40,,0,0,0,259.200012,62.400002,3.13,81796.85156,104.166664,,,266.799988,60.476665,3.366667,83132.89063,-3.426369,-7.599976
17085,11,20,45,,0,0,0,240,62.5,2.96,82036.85156,104,,,272.000031,60.560001,3.430667,83404.875,-3.424706,-32.000031
17090,11,20,50,,0,0,0,261.600006,62.299999,3.35,82298.45313,104.33387,,,256.639984,60.830002,3.175667,83661.52344,-2.599045,4.960022
17095,11,20,55,,0,0,0,252,62.200001,3.09,82550.45313,104.50161,,,252,60.896667,3.158667,83913.51563,-2.340889,0
17100,11,21,0,,0,0,0,247.199997,62.400002,3.11,82797.65625,104.166664,,,266.720001,61.006672,3.373667,84180.23438,-2.477409,-19.520004
17105,11,21,5,,0,0,0,175.199997,63.299999,2.12,82972.85938,102.685623,,,262,60.926659,3.305333,84442.25,-4.12513,-86.800003
17110,11,21,10,,0,0,0,187.199997,62.400002,2.31,83160.0625,104.166664,,,269.680023,60.979996,3.403333,84711.92188,-2.513779,-82.480026
17115,11,21,15,,0,0,0,252,62.200001,2.99,83412.0625,104.50161,,,271.759979,60.933342,3.407333,84983.69531,-2.250992,-19.759979
17120,11,21,20,,0,0,0,292.799988,62.200001,3.91,83704.85938,104.50161,,,280.23996,60.876667,3.575667,85263.92188,-2.346405,12.560028
17125,11,21,25,,0,0,0,247.199997,61.900002,3.01,83952.0625,105.008072,,,281.680023,60.946667,3.541,85545.60156,-1.731285,-34.480026
17130,11,21,30,,0,0,0,223.199997,61.700001,2.75,84175.26563,105.348457,,,256.080017,61.186665,3.165,85801.67969,-0.968933,-32.88002
17135,11,21,35,,0,0,0,271.200012,62.700001,3.24,84446.46875,103.668259,,,276.240021,61.410011,3.423333,86077.91406,-2.271286,-5.040009
