agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,cost,travel_time,distance,diff,relative_diff,switched_volume,node_sequence,link_sequence,time_sequence,time_decimal_sequence
712,13,19,1,13,19,p,AM,0,0,45.6,30,0.068,0,0,13;12;3;4;5;9;10;15;19;,38;35;6;9;13;25;28;45;,0830;0833;0837;0841;0843;0853;0858;0911;0915;,510.00;513.03;517.05;521.38;523.76;533.15;538.80;551.57;555.57;
713,13,19,5,13,19,p,AM,12,0,45.5,18,0,0,0,13;24;23;14;15;19;,39;76;71;41;45;,0830;0847;0850;0859;0911;0915;,510.00;527.07;530.67;539.38;551.50;555.51;
714,13,19,0,13,19,p,AM,156.4,0,45.5,15,0,0,0,13;24;21;22;15;19;,39;75;65;67;45;,0830;0847;0858;0902;0911;0915;,510.00;527.07;538.87;542.81;551.50;555.51;
715,13,19,3,13,19,p,AM,51.6,0,45.5,16,0,0,0,13;24;23;22;15;19;,39;76;72;67;45;,0830;0847;0850;0902;0911;0915;,510.00;527.07;530.67;542.81;551.50;555.51;
716,13,20,0,13,20,p,AM,600,0,37.2,13,0,0,0,13;24;21;20;,39;75;64;,0830;0847;0858;0907;,510.00;527.07;538.87;547.18;
717,13,20,2,13,20,p,AM,0,0,51.8,28,14.6455,0,0,13;12;3;4;5;6;8;7;18;20;,38;35;6;9;12;16;20;18;56;,0830;0833;0837;0841;0843;0853;0909;0915;0917;0921;,510.00;513.03;517.05;521.38;523.76;533.18;549.42;555.41;557.47;561.82;
718,13,20,1,13,20,p,AM,0,0,40.5,15,3.3449,0,0,13;24;23;22;20;,39;76;72;68;,0830;0847;0850;0902;0910;,510.00;527.07;530.67;542.81;550.52;
719,13,21,0,13,21,p,AM,600,0,28.9,7,0,0,0,13;24;21;,39;75;,0830;0847;0858;,510.00;527.07;538.87;
720,13,21,1,13,21,p,AM,0,0,48.9,21,20.0404,0,0,13;24;23;22;20;21;,39;76;72;68;62;,0830;0847;0850;0902;0910;0918;,510.00;527.07;530.67;542.81;550.52;558.91;
721,13,22,0,13,22,p,AM,819.8,0,32.8,9,0,0.0001,0,13;24;21;22;,39;75;65;,0830;0847;0858;0902;,510.00;527.07;538.87;542.81;
722,13,22,1,13,22,p,AM,480.2,0,32.8,10,0,0.0003,0,13;24;23;22;,39;76;72;,0830;0847;0850;0902;,510.00;527.07;530.67;542.81;
723,13,23,0,13,23,p,AM,800,0,20.7,6,0,0,0,13;24;23;,39;76;,0830;0847;0850;,510.00;527.07;530.67;
724,13,23,1,13,23,p,AM,0,0,38.2,17,17.5383,0,0,13;12;11;14;23;,38;36;34;42;,0830;0833;0846;0859;0908;,510.00;513.03;526.71;539.48;548.20;
725,13,24,0,13,24,p,AM,800,0,17.1,4,0,0,0,13;24;,39;,0830;0847;,510.00;527.07;
726,14,1,0,14,1,p,AM,300,0,28.5,18,0,0,0,14;11;4;3;1;,40;31;8;5;,0830;0842;0850;0854;0858;,510.00;522.96;530.19;534.52;538.53;
727,14,1,2,14,1,p,AM,0,0,34.6,18,6.0269,0,0,14;11;12;3;1;,40;33;35;5;,0830;0842;0856;0900;0904;,510.00;522.96;536.53;540.55;544.56;
728,14,1,1,14,1,p,AM,0,0,40.4,21,11.908,0,0,14;23;24;13;12;3;1;,42;73;74;38;35;5;,0830;0838;0842;0859;0902;0906;0910;,510.00;518.72;522.35;539.38;542.41;546.43;550.44;
729,14,2,3,14,2,p,AM,100,0,34.5,24,0,0,0,14;11;4;3;1;2;,40;31;8;5;1;,0830;0842;0850;0854;0858;0904;,510.00;522.96;530.19;534.52;538.53;544.54;
730,14,2,0,14,2,p,AM,0,0,38.1,21,3.588,0,0,14;11;4;5;6;2;,40;31;9;12;14;,0830;0842;0850;0852;0901;0908;,510.00;522.96;530.19;532.56;541.98;548.12;
731,14,2,2,14,2,p,AM,0,0,40.6,24,6.0269,0,0,14;11;12;3;1;2;,40;33;35;5;1;,0830;0842;0856;0900;0904;0910;,510.00;522.96;536.53;540.55;544.56;550.56;
732,14,2,1,14,2,p,AM,0,0,46.4,27,11.908,0,0,14;23;24;13;12;3;1;2;,42;73;74;38;35;5;1;,0830;0838;0842;0859;0902;0906;0910;0916;,510.00;518.72;522.35;539.38;542.41;546.43;550.44;556.44;
733,14,3,0,14,3,p,AM,100,0,24.5,14,0,0,0,14;11;4;3;,40;31;8;,0830;0842;0850;0854;,510.00;522.96;530.19;534.52;
734,14,3,2,14,3,p,AM,0,0,30.5,14,6.0269,0,0,14;11;12;3;,40;33;35;,0830;0842;0856;0900;,510.00;522.96;536.53;540.55;
735,14,3,1,14,3,p,AM,0,0,36.4,17,11.908,0,0,14;23;24;13;12;3;,42;73;74;38;35;,0830;0838;0842;0859;0902;0906;,510.00;518.72;522.35;539.38;542.41;546.43;
736,14,4,0,14,4,p,AM,500,0,20.2,10,0,0,0,14;11;4;,40;31;,0830;0842;0850;,510.00;522.96;530.19;
737,14,4,2,14,4,p,AM,0,0,34.9,18,14.6965,0,0,14;11;12;3;4;,40;33;35;6;,0830;0842;0856;0900;0904;,510.00;522.96;536.53;540.55;544.88;
738,14,4,1,14,4,p,AM,0,0,40.8,21,20.5777,0,0,14;23;24;13;12;3;4;,42;73;74;38;35;6;,0830;0838;0842;0859;0902;0906;0910;,510.00;518.72;522.35;539.38;542.41;546.43;550.77;
739,14,5,0,14,5,p,AM,100,0,22.6,12,0,0,0,14;11;4;5;,40;31;9;,0830;0842;0850;0852;,510.00;522.96;530.19;532.56;
740,14,5,2,14,5,p,AM,0,0,37.3,20,14.6965,0,0,14;11;12;3;4;5;,40;33;35;6;9;,0830;0842;0856;0900;0904;0907;,510.00;522.96;536.53;540.55;544.88;547.26;
741,14,5,1,14,5,p,AM,0,0,40.1,19,17.5445,0,0,14;15;10;9;5;,41;43;26;23;,0830;0842;0855;0900;0910;,510.00;522.12;535.01;540.70;550.11;
742,14,5,3,14,5,p,AM,0,0,43.1,23,20.5777,0,0,14;23;24;13;12;3;4;5;,42;73;74;38;35;6;9;,0830;0838;0842;0859;0902;0906;0910;0913;,510.00;518.72;522.35;539.38;542.41;546.43;550.77;553.14;
743,14,6,0,14,6,p,AM,100,0,32,16,0,0,0,14;11;4;5;6;,40;31;9;12;,0830;0842;0850;0852;0901;,510.00;522.96;530.19;532.56;541.98;
744,14,6,2,14,6,p,AM,0,0,46.7,29,14.6965,0,0,14;11;12;3;1;2;6;,40;33;35;5;1;4;,0830;0842;0856;0900;0904;0910;0916;,510.00;522.96;536.53;540.55;544.56;550.56;556.68;
745,14,6,1,14,6,p,AM,0,0,52.6,32,20.5776,0,0,14;23;24;13;12;3;1;2;6;,42;73;74;38;35;5;1;4;,0830;0838;0842;0859;0902;0906;0910;0916;0922;,510.00;518.72;522.35;539.38;542.41;546.43;550.44;556.44;562.56;
746,14,6,3,14,6,p,AM,0,0,52.6,27,20.5777,0,0,14;23;24;13;12;3;4;5;6;,42;73;74;38;35;6;9;12;,0830;0838;0842;0859;0902;0906;0910;0913;0922;,510.00;518.72;522.35;539.38;542.41;546.43;550.77;553.14;562.56;
747,14,7,4,14,7,p,AM,200,0,30.4,18,0,0,0,14;15;19;20;18;7;,41;45;59;60;54;,0830;0842;0846;0854;0858;0900;,510.00;522.12;526.13;534.01;538.36;540.42;
748,14,7,1,14,7,p,AM,0,0,35,19,4.5679,0,0,14;23;22;20;18;7;,42;72;68;60;54;,0830;0838;0850;0858;0902;0904;,510.00;518.72;530.86;538.57;542.92;544.99;
749,14,7,0,14,7,p,AM,0,0,36.8,17,6.3963,0,0,14;15;19;17;16;18;7;,41;45;58;52;50;54;,0830;0842;0846;0853;0901;0904;0906;,510.00;522.12;526.13;533.59;541.52;544.75;546.82;
750,14,7,2,14,7,p,AM,0,0,39.5,22,9.0763,0,0,14;15;22;21;20;18;7;,41;46;69;64;60;54;,0830;0842;0850;0854;0903;0907;0909;,510.00;522.12;530.85;534.78;543.08;547.43;549.50;
751,14,7,3,14,7,p,AM,0,0,38.9,21,8.4498,0,0,14;23;24;21;20;18;7;,42;73;75;64;60;54;,0830;0838;0842;0854;0902;0906;0908;,510.00;518.72;522.35;534.15;542.46;546.81;548.87;
752,14,8,3,14,8,p,AM,0,0,47,22,10.5389,0,0,14;11;10;9;8;,40;32;26;24;,0830;0842;0855;0900;0916;,510.00;522.96;535.03;540.72;556.99;
753,14,8,2,14,8,p,AM,0,0,62.9,31,26.4619,0,0,14;11;12;3;1;2;6;8;,40;33;35;5;1;4;16;,0830;0842;0856;0900;0904;0910;0916;0932;,510.00;522.96;536.53;540.55;544.56;550.56;556.68;572.91;
754,14,8,0,14,8,p,AM,0,0,42.9,17,6.406,0,0,14;15;19;17;16;8;,41;45;58;52;47;,0830;0842;0846;0853;0901;0912;,510.00;522.12;526.13;533.59;541.52;552.86;
755,14,8,4,14,8,p,AM,400,0,36.5,21,0,0,0,14;15;19;20;18;7;8;,41;45;59;60;54;17;,0830;0842;0846;0854;0858;0900;0906;,510.00;522.12;526.13;534.01;538.36;540.42;546.45;
756,14,8,1,14,8,p,AM,0,0,41,22,4.5679,0,0,14;23;22;20;18;7;8;,42;72;68;60;54;17;,0830;0838;0850;0858;0902;0904;0911;,510.00;518.72;530.86;538.57;542.92;544.99;551.02;
757,14,9,0,14,9,p,AM,207.7,0,30.7,12,0.0195,0.1318,0.0013,14;11;10;9;,40;32;26;,0830;0842;0855;0900;,510.00;522.96;535.03;540.72;
758,14,9,1,14,9,p,AM,392.3,0,30.7,14,0,0,0,14;15;10;9;,41;43;26;,0830;0842;0855;0900;,510.00;522.12;535.01;540.70;
759,14,9,2,14,9,p,AM,0,0,48.1,20,17.4352,0,0,14;23;22;15;10;9;,42;72;67;43;26;,0830;0838;0850;0859;0912;0918;,510.00;518.72;530.86;539.55;552.45;558.14;
760,14,10,0,14,10,p,AM,686.6,0,25,9,0.0195,0.5352,0.0054,14;11;10;,40;32;,0830;0842;0855;,510.00;522.96;535.03;
761,14,10,1,14,10,p,AM,1413.4,0,25,11,0,0,0,14;15;10;,41;43;,0830;0842;0855;,510.00;522.12;535.01;
762,14,10,2,14,10,p,AM,0,0,42.4,17,17.4352,0,0,14;23;22;15;10;,42;72;67;43;,0830;0838;0850;0859;0912;,510.00;518.72;530.86;539.55;552.45;
763,14,11,0,14,11,p,AM,1600,0,13,4,0,0,0,14;11;,40;,0830;0842;,510.00;522.96;
764,14,11,1,14,11,p,AM,0,0,47.9,27,34.934,0,0,14;23;24;13;12;3;4;11;,42;73;74;38;35;6;10;,0830;0838;0842;0859;0902;0906;0910;0917;,510.00;518.72;522.35;539.38;542.41;546.43;550.77;557.90;
765,14,12,0,14,12,p,AM,700,0,26.5,10,0,0,0,14;11;12;,40;33;,0830;0842;0856;,510.00;522.96;536.53;
766,14,12,2,14,12,p,AM,0,0,28.5,18,2.0177,0,0,14;11;4;3;12;,40;31;8;7;,0830;0842;0850;0854;0858;,510.00;522.96;530.19;534.52;538.55;
767,14,12,1,14,12,p,AM,0,0,32.4,13,5.8811,0,0,14;23;24;13;12;,42;73;74;38;,0830;0838;0842;0859;0902;,510.00;518.72;522.35;539.38;542.41;
768,14,13,1,14,13,p,AM,165.1,0,29.6,13,0.1738,0.9765,0.0118,14;11;12;13;,40;33;37;,0830;0842;0856;0859;,510.00;522.96;536.53;539.55;
769,14,13,0,14,13,p,AM,434.9,0,29.4,10,0,0,0,14;23;24;13;,42;73;74;,0830;0838;0842;0859;,510.00;518.72;522.35;539.38;
770,14,15,0,14,15,p,AM,1300,0,12.1,5,0,0,0,14;15;,41;,0830;0842;,510.00;522.12;
771,14,15,1,14,15,p,AM,0,0,29.6,11,17.4352,0,0,14;23;22;15;,42;72;67;,0830;0838;0850;0859;,510.00;518.72;530.86;539.55;
772,14,16,0,14,16,p,AM,649.8,0,31.5,12,0.0059,0.1216,0.0187,14;15;19;17;16;,41;45;58;52;,0830;0842;0846;0853;0901;,510.00;522.12;526.13;533.59;541.52;
773,14,16,4,14,16,p,AM,50.2,0,31.6,19,0.0777,0.1237,0.0057,14;15;19;20;18;16;,41;45;59;60;55;,0830;0842;0846;0854;0858;0901;,510.00;522.12;526.13;534.01;538.36;541.59;
774,14,16,1,14,16,p,AM,0,0,36.2,20,4.6456,0,0,14;23;22;20;18;16;,42;72;68;60;55;,0830;0838;0850;0858;0902;0906;,510.00;518.72;530.86;538.57;542.92;546.16;
775,14,16,2,14,16,p,AM,0,0,40.7,23,9.154,0,0,14;15;22;21;20;18;16;,41;46;69;64;60;55;,0830;0842;0850;0854;0903;0907;0910;,510.00;522.12;530.85;534.78;543.08;547.43;550.67;
776,14,16,3,14,16,p,AM,0,0,40,22,8.5276,0,0,14;23;24;21;20;18;16;,42;73;75;64;60;55;,0830;0838;0842;0854;0902;0906;0910;,510.00;518.72;522.35;534.15;542.46;546.81;550.04;
777,14,17,1,14,17,p,AM,0,0,41.3,19,17.7311,0,0,14;15;10;17;,41;43;30;,0830;0842;0855;0911;,510.00;522.12;535.01;551.32;
778,14,17,0,14,17,p,AM,700,0,23.6,10,0,0,0,14;15;19;17;,41;45;58;,0830;0842;0846;0853;,510.00;522.12;526.13;533.59;
779,14,17,2,14,17,p,AM,0,0,41,16,17.4352,0,0,14;23;22;15;19;17;,42;72;67;45;58;,0830;0838;0850;0859;0903;0911;,510.00;518.72;530.86;539.55;543.56;551.02;
780,14,18,4,14,18,p,AM,100,0,28.4,16,0,0,0,14;15;19;20;18;,41;45;59;60;,0830;0842;0846;0854;0858;,510.00;522.12;526.13;534.01;538.36;
781,14,18,1,14,18,p,AM,0,0,32.9,17,4.5679,0,0,14;23;22;20;18;,42;72;68;60;,0830;0838;0850;0858;0902;,510.00;518.72;530.86;538.57;542.92;
782,14,18,0,14,18,p,AM,0,0,34.8,15,6.3963,0,0,14;15;19;17;16;18;,41;45;58;52;50;,0830;0842;0846;0853;0901;0904;,510.00;522.12;526.13;533.59;541.52;544.75;
783,14,18,2,14,18,p,AM,0,0,37.4,20,9.0763,0,0,14;15;22;21;20;18;,41;46;69;64;60;,0830;0842;0850;0854;0903;0907;,510.00;522.12;530.85;534.78;543.08;547.43;
784,14,18,3,14,18,p,AM,0,0,36.8,19,8.4498,0,0,14;23;24;21;20;18;,42;73;75;64;60;,0830;0838;0842;0854;0902;0906;,510.00;518.72;522.35;534.15;542.46;546.81;
785,14,19,0,14,19,p,AM,300,0,16.1,8,0,0,0,14;15;19;,41;45;,0830;0842;0846;,510.00;522.12;526.13;
786,14,19,2,14,19,p,AM,0,0,33.6,14,17.4352,0,0,14;23;22;15;19;,42;72;67;45;,0830;0838;0850;0859;0903;,510.00;518.72;530.86;539.55;543.56;
787,14,19,1,14,19,p,AM,0,0,36.6,17,20.458,0,0,14;23;22;20;19;,42;72;68;61;,0830;0838;0850;0858;0906;,510.00;518.72;530.86;538.57;546.58;
788,14,20,0,14,20,p,AM,500,0,24,12,0,0,0,14;15;19;20;,41;45;59;,0830;0842;0846;0854;,510.00;522.12;526.13;534.01;
789,14,20,1,14,20,p,AM,0,0,28.6,13,4.5679,0,0,14;23;22;20;,42;72;68;,0830;0838;0850;0858;,510.00;518.72;530.86;538.57;
790,14,20,2,14,20,p,AM,0,0,33.1,16,9.0763,0,0,14;15;22;21;20;,41;46;69;64;,0830;0842;0850;0854;0903;,510.00;522.12;530.85;534.78;543.08;
791,14,20,3,14,20,p,AM,0,0,32.5,15,8.4498,0,0,14;23;24;21;20;,42;73;75;64;,0830;0838;0842;0854;0902;,510.00;518.72;522.35;534.15;542.46;
792,14,21,2,14,21,p,AM,0,0,24.8,10,0.6264,0,0,14;15;22;21;,41;46;69;,0830;0842;0850;0854;,510.00;522.12;530.85;534.78;
793,14,21,0,14,21,p,AM,400,0,24.2,9,0,0,0,14;23;24;21;,42;73;75;,0830;0838;0842;0854;,510.00;518.72;522.35;534.15;
794,14,21,1,14,21,p,AM,0,0,37,19,12.8135,0,0,14;23;22;20;21;,42;72;68;62;,0830;0838;0850;0858;0906;,510.00;518.72;530.86;538.57;546.97;
795,14,22,0,14,22,p,AM,395.9,0,20.8,8,0.0001,0.0024,0,14;15;22;,41;46;,0830;0842;0850;,510.00;522.12;530.85;
796,14,22,1,14,22,p,AM,804.1,0,20.9,8,0.0112,0.4328,0.0021,14;23;22;,42;72;,0830;0838;0850;,510.00;518.72;530.86;
797,14,22,2,14,22,p,AM,0,0,28.1,11,7.2381,0,0,14;23;24;21;22;,42;73;75;65;,0830;0838;0842;0854;0858;,510.00;518.72;522.35;534.15;538.09;
798,14,23,0,14,23,p,AM,1100,0,8.7,4,0,0,0,14;23;,42;,0830;0838;,510.00;518.72;
799,14,24,0,14,24,p,AM,400,0,12.4,6,0,0,0,14;23;24;,42;73;,0830;0838;0842;,510.00;518.72;522.35;
800,14,24,1,14,24,p,AM,0,0,36.8,13,24.4014,0,0,14;15;22;21;24;,41;46;69;66;,0830;0842;0850;0854;0906;,510.00;522.12;530.85;534.78;546.75;
801,15,1,3,15,1,p,AM,0,0,40.7,25,2.0097,0,0,15;10;11;4;3;1;,43;27;31;8;5;,0830;0842;0855;0902;0906;0910;,510.00;522.89;535.15;542.37;546.71;550.72;
802,15,1,1,15,1,p,AM,500,0,38.7,24,0,0,0,15;10;9;5;4;3;1;,43;26;23;11;8;5;,0830;0842;0848;0857;0900;0904;0908;,510.00;522.89;528.59;537.99;540.36;544.70;548.71;
803,15,1,0,15,1,p,AM,0,0,40.8,23,2.1179,0,0,15;14;11;4;3;1;,44;40;31;8;5;,0830;0842;0855;0902;0906;0910;,510.00;522.29;535.25;542.48;546.81;550.82;
804,15,1,2,15,1,p,AM,0,0,46.9,23,8.1448,0,0,15;14;11;12;3;1;,44;40;33;35;5;,0830;0842;0855;0908;0912;0916;,510.00;522.29;535.25;548.82;552.84;556.85;
805,15,2,3,15,2,p,AM,0,0,46.7,31,2.0097,0,0,15;10;11;4;3;1;2;,43;27;31;8;5;1;,0830;0842;0855;0902;0906;0910;0916;,510.00;522.89;535.15;542.37;546.71;550.72;556.72;
806,15,2,1,15,2,p,AM,100,0,44.7,30,0,0,0,15;10;9;5;4;3;1;2;,43;26;23;11;8;5;1;,0830;0842;0848;0857;0900;0904;0908;0914;,510.00;522.89;528.59;537.99;540.36;544.70;548.71;554.71;
807,15,2,0,15,2,p,AM,0,0,53.3,19,8.5434,0,0,15;19;17;16;8;6;2;,45;58;52;47;19;14;,0830;0834;0841;0849;0900;0917;0923;,510.00;514.01;521.47;529.40;540.74;557.11;563.25;
808,15,2,2,15,2,p,AM,0,0,55.9,27,11.2137,0,0,15;22;21;20;18;7;8;6;2;,46;69;64;60;54;17;19;14;,0830;0838;0842;0850;0855;0857;0903;0919;0925;,510.00;518.73;522.66;530.96;535.31;537.38;543.41;559.78;565.92;
809,15,3,3,15,3,p,AM,0,0,36.7,21,2.0097,0,0,15;10;11;4;3;,43;27;31;8;,0830;0842;0855;0902;0906;,510.00;522.89;535.15;542.37;546.71;
810,15,3,1,15,3,p,AM,100,0,34.7,20,0,0,0,15;10;9;5;4;3;,43;26;23;11;8;,0830;0842;0848;0857;0900;0904;,510.00;522.89;528.59;537.99;540.36;544.70;
811,15,3,0,15,3,p,AM,0,0,36.8,19,2.1179,0,0,15;14;11;4;3;,44;40;31;8;,0830;0842;0855;0902;0906;,510.00;522.29;535.25;542.48;546.81;
812,15,3,2,15,3,p,AM,0,0,42.8,19,8.1448,0,0,15;14;11;12;3;,44;40;33;35;,0830;0842;0855;0908;0912;,510.00;522.29;535.25;548.82;552.84;
813,15,4,3,15,4,p,AM,0,0,32.4,17,2.0097,0,0,15;10;11;4;,43;27;31;,0830;0842;0855;0902;,510.00;522.89;535.15;542.37;
814,15,4,1,15,4,p,AM,500,0,30.4,16,0,0,0,15;10;9;5;4;,43;26;23;11;,0830;0842;0848;0857;0900;,510.00;522.89;528.59;537.99;540.36;
815,15,4,0,15,4,p,AM,0,0,32.5,15,2.1179,0,0,15;14;11;4;,44;40;31;,0830;0842;0855;0902;,510.00;522.29;535.25;542.48;
816,15,4,2,15,4,p,AM,0,0,47.2,23,16.8144,0,0,15;14;11;12;3;4;,44;40;33;35;6;,0830;0842;0855;0908;0912;0917;,510.00;522.29;535.25;548.82;552.84;557.17;
817,15,5,0,15,5,p,AM,200,0,28,14,0,0,0,15;10;9;5;,43;26;23;,0830;0842;0848;0857;,510.00;522.89;528.59;537.99;
818,15,5,2,15,5,p,AM,0,0,34.7,19,6.7574,0,0,15;10;11;4;5;,43;27;31;9;,0830;0842;0855;0902;0904;,510.00;522.89;535.15;542.37;544.74;
819,15,5,1,15,5,p,AM,0,0,49.5,25,21.5621,0,0,15;14;11;12;3;4;5;,44;40;33;35;6;9;,0830;0842;0855;0908;0912;0917;0919;,510.00;522.29;535.25;548.82;552.84;557.17;559.55;
820,15,6,1,15,6,p,AM,200,0,37.4,18,0,0,0,15;10;9;5;6;,43;26;23;12;,0830;0842;0848;0857;0907;,510.00;522.89;528.59;537.99;547.41;
821,15,6,3,15,6,p,AM,0,0,51.2,21,13.8165,0,0,15;10;9;8;6;,43;26;24;19;,0830;0842;0848;0904;0921;,510.00;522.89;528.59;544.85;561.22;
822,15,6,0,15,6,p,AM,0,0,47.1,14,9.7031,0,0,15;19;17;16;8;6;,45;58;52;47;19;,0830;0834;0841;0849;0900;0917;,510.00;514.01;521.47;529.40;540.74;557.11;
823,15,6,2,15,6,p,AM,0,0,49.8,22,12.3734,0,0,15;22;21;20;18;7;8;6;,46;69;64;60;54;17;19;,0830;0838;0842;0850;0855;0857;0903;0919;,510.00;518.73;522.66;530.96;535.31;537.38;543.41;559.78;
824,15,7,1,15,7,p,AM,500,0,18.3,13,0,0,0,15;19;20;18;7;,45;59;60;54;,0830;0834;0841;0846;0848;,510.00;514.01;521.89;526.24;528.30;
825,15,7,0,15,7,p,AM,0,0,24.7,12,6.3963,0,0,15;19;17;16;18;7;,45;58;52;50;54;,0830;0834;0841;0849;0852;0854;,510.00;514.01;521.47;529.40;532.63;534.70;
826,15,7,2,15,7,p,AM,0,0,27.4,17,9.0763,0,0,15;22;21;20;18;7;,46;69;64;60;54;,0830;0838;0842;0850;0855;0857;,510.00;518.73;522.66;530.96;535.31;537.38;
827,15,8,3,15,8,p,AM,0,0,34.9,19,10.5194,0,0,15;10;9;8;,43;26;24;,0830;0842;0848;0904;,510.00;522.89;528.59;544.85;
828,15,8,0,15,8,p,AM,0,0,30.7,12,6.406,0,0,15;19;17;16;8;,45;58;52;47;,0830;0834;0841;0849;0900;,510.00;514.01;521.47;529.40;540.74;
829,15,8,1,15,8,p,AM,600,0,24.3,16,0,0,0,15;19;20;18;7;8;,45;59;60;54;17;,0830;0834;0841;0846;0848;0854;,510.00;514.01;521.89;526.24;528.30;534.33;
830,15,8,2,15,8,p,AM,0,0,33.4,20,9.0763,0,0,15;22;21;20;18;7;8;,46;69;64;60;54;17;,0830;0838;0842;0850;0855;0857;0903;,510.00;518.73;522.66;530.96;535.31;537.38;543.41;
831,15,9,0,15,9,p,AM,1000,0,18.6,9,0,0,0,15;10;9;,43;26;,0830;0842;0848;,510.00;522.89;528.59;
832,15,10,0,15,10,p,AM,4000,0,12.9,6,0,0,0,15;10;,43;,0830;0842;,510.00;522.89;
833,15,11,2,15,11,p,AM,1058.2,0,25.1,11,0.0596,2.3475,1.5528,15;10;11;,43;27;,0830;0842;0855;,510.00;522.89;535.15;
834,15,11,0,15,11,p,AM,341.8,0,25.3,9,0.1082,1.4701,0.02,15;14;11;,44;40;,0830;0842;0855;,510.00;522.29;535.25;
835,15,11,1,15,11,p,AM,0,0,37.5,22,12.3466,0,0,15;10;9;5;4;11;,43;26;23;11;10;,0830;0842;0848;0857;0900;0907;,510.00;522.89;528.59;537.99;540.36;547.49;
836,15,12,4,15,12,p,AM,394.2,0,38.7,17,0,0.0001,0,15;10;11;12;,43;27;33;,0830;0842;0855;0908;,510.00;522.89;535.15;548.71;
837,15,12,0,15,12,p,AM,203.9,0,38.8,15,0.1082,0.5699,0.0065,15;14;11;12;,44;40;33;,0830;0842;0855;0908;,510.00;522.29;535.25;548.82;
838,15,12,1,15,12,p,AM,101.9,0,38.7,24,0.008,0.0212,0.0005,15;10;9;5;4;3;12;,43;26;23;11;8;7;,0830;0842;0848;0857;0900;0904;0908;,510.00;522.89;528.59;537.99;540.36;544.70;548.72;
839,15,12,3,15,12,p,AM,0,0,44.7,15,5.9805,0,0,15;22;21;24;13;12;,46;69;66;74;38;,0830;0838;0842;0854;0911;0914;,510.00;518.73;522.66;534.63;551.66;554.69;
840,15,12,2,15,12,p,AM,0,0,44.7,16,5.9797,0,0,15;22;23;24;13;12;,46;70;73;74;38;,0830;0838;0851;0854;0911;0914;,510.00;518.73;531.00;534.63;551.66;554.69;
841,15,13,5,15,13,p,AM,166.8,0,41.7,20,0.0752,0.301,0.0042,15;10;11;12;13;,43;27;33;37;,0830;0842;0855;0908;0911;,510.00;522.89;535.15;548.71;551.74;
842,15,13,2,15,13,p,AM,0,0,41.8,18,0.1833,0,0,15;14;11;12;13;,44;40;33;37;,0830;0842;0855;0908;0911;,510.00;522.29;535.25;548.82;551.84;
843,15,13,1,15,13,p,AM,24.6,0,41.7,27,0.0832,0.0492,0.0046,15;10;9;5;4;3;12;13;,43;26;23;11;8;7;37;,0830;0842;0848;0857;0900;0904;0908;0911;,510.00;522.89;528.59;537.99;540.36;544.70;548.72;551.75;
844,15,13,4,15,13,p,AM,0,0,41.7,15,0.0096,0,0,15;14;23;24;13;,44;42;73;74;,0830;0842;0851;0854;0911;,510.00;522.29;531.01;534.64;551.67;
845,15,13,0,15,13,p,AM,326.2,0,41.7,12,0.0008,0.0066,0.0001,15;22;21;24;13;,46;69;66;74;,0830;0838;0842;0854;0911;,510.00;518.73;522.66;534.63;551.66;
846,15,13,3,15,13,p,AM,182.4,0,41.7,13,0.0006,0.0028,0.0001,15;22;23;24;13;,46;70;73;74;,0830;0838;0851;0854;0911;,510.00;518.73;531.00;534.63;551.66;
847,15,14,0,15,14,p,AM,1300,0,12.3,5,0,0,0,15;14;,44;,0830;0842;,510.00;522.29;
848,15,16,0,15,16,p,AM,1056.7,0,19.4,7,0.0059,0.3226,0.0524,15;19;17;16;,45;58;52;,0830;0834;0841;0849;,510.00;514.01;521.47;529.40;
849,15,16,1,15,16,p,AM,143.3,0,19.5,14,0.0777,0.5742,0.016,15;19;20;18;16;,45;59;60;55;,0830;0834;0841;0846;0849;,510.00;514.01;521.89;526.24;529.47;
850,15,16,2,15,16,p,AM,0,0,28.6,18,9.154,0,0,15;22;21;20;18;16;,46;69;64;60;55;,0830;0838;0842;0850;0855;0858;,510.00;518.73;522.66;530.96;535.31;538.55;
851,15,17,1,15,17,p,AM,0,0,29.2,14,17.7311,0,0,15;10;17;,43;30;,0830;0842;0859;,510.00;522.89;539.20;
852,15,17,0,15,17,p,AM,1500,0,11.5,5,0,0,0,15;19;17;,45;58;,0830;0834;0841;,510.00;514.01;521.47;
853,15,18,1,15,18,p,AM,200,0,16.2,11,0,0,0,15;19;20;18;,45;59;60;,0830;0834;0841;0846;,510.00;514.01;521.89;526.24;
854,15,18,0,15,18,p,AM,0,0,22.6,10,6.3963,0,0,15;19;17;16;18;,45;58;52;50;,0830;0834;0841;0849;0852;,510.00;514.01;521.47;529.40;532.63;
855,15,18,2,15,18,p,AM,0,0,25.3,15,9.0763,0,0,15;22;21;20;18;,46;69;64;60;,0830;0838;0842;0850;0855;,510.00;518.73;522.66;530.96;535.31;
856,15,19,0,15,19,p,AM,800,0,4,3,0,0,0,15;19;,45;,0830;0834;,510.00;514.01;
857,15,20,0,15,20,p,AM,1100,0,11.9,7,0,0,0,15;19;20;,45;59;,0830;0834;0841;,510.00;514.01;521.89;
