name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type
,76,648,650,Highway,1,2.93371,1,3500,60,1,0,2.93371,3500,0.15,4,1,1,100,10,0,1
,76,648,653,Highway,1,2.9946,1,5000,60,1,0,2.9946,5000,0.15,4,1,1,100,10,0,1
,76,649,103,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,649,642,Highway,1,3.05244,1,2000,60,1,0,3.05244,2000,0.15,4,1,1,100,10,0,1
,76,649,648,Highway,1,2.80666,1,3000,60,1,0,2.80666,3000,0.15,4,1,1,100,10,0,1
,76,649,651,Highway,1,2.92864,1,2000,60,1,0,2.92864,2000,0.15,4,1,1,100,10,0,1
,76,649,825,Highway,1,3.05,1,1500,60,1,0,3.05,1500,0.15,4,1,1,100,10,0,1
,76,650,104,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,650,453,Highway,1,2.62016,1,500,60,1,0,2.62016,500,0.15,4,1,1,100,10,0,1
,76,650,648,Highway,1,2.93371,1,3500,60,1,0,2.93371,3500,0.15,4,1,1,100,10,0,1
,76,650,651,Highway,1,3.05061,1,2500,60,1,0,3.05061,2500,0.15,4,1,1,100,10,0,1
,76,650,655,Highway,1,2.928,1,3000,60,1,0,2.928,3000,0.15,4,1,1,100,10,0,1
,76,651,105,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,651,649,Highway,1,2.92864,1,2000,60,1,0,2.92864,2000,0.15,4,1,1,100,10,0,1
,76,651,650,Highway,1,3.05061,1,2500,60,1,0,3.05061,2500,0.15,4,1,1,100,10,0,1
,76,651,827,Highway,1,2.93054,1,1000,60,1,0,2.93054,1000,0.15,4,1,1,100,10,0,1
,76,651,842,Highway,1,2.93371,1,2000,60,1,0,2.93371,2000,0.15,4,1,1,100,10,0,1
,76,652,106,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,652,452,Highway,1,2.16185,1,7000,60,1,0,2.16185,7000,0.15,4,1,1,100,10,0,1
,76,652,525,Highway,1,1.06706,1,5000,60,1,0,1.06706,5000,0.15,4,1,1,100,10,0,1
,76,652,645,Highway,1,2.38213,1,10000,60,1,0,2.38213,10000,0.15,4,1,1,100,10,0,1
,76,652,653,Highway,1,3.05,1,4500,60,1,0,3.05,4500,0.15,4,1,1,100,10,0,1
,76,653,107,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,653,646,Highway,1,2.93054,1,4500,60,1,0,2.93054,4500,0.15,4,1,1,100,10,0,1
,76,653,648,Highway,1,2.9946,1,5000,60,1,0,2.9946,5000,0.15,4,1,1,100,10,0,1
,76,653,652,Highway,1,3.05,1,4500,60,1,0,3.05,4500,0.15,4,1,1,100,10,0,1
,76,653,655,Highway,1,3.11339,1,2500,60,1,0,3.11339,2500,0.15,4,1,1,100,10,0,1
,76,654,108,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,654,451,Highway,1,2.00652,1,5000,60,1,0,2.00652,5000,0.15,4,1,1,100,10,0,1
,76,654,452,Highway,1,1.13467,1,7000,60,1,0,1.13467,7000,0.15,4,1,1,100,10,0,1
,76,654,659,Highway,1,3.05061,1,5500,60,1,0,3.05061,5500,0.15,4,1,1,100,10,0,1
,76,654,662,Highway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,76,655,109,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,655,451,Highway,1,1.2276,1,5000,60,1,0,1.2276,5000,0.15,4,1,1,100,10,0,1
,76,655,650,Highway,1,2.928,1,3000,60,1,0,2.928,3000,0.15,4,1,1,100,10,0,1
,76,655,653,Highway,1,3.11339,1,2500,60,1,0,3.11339,2500,0.15,4,1,1,100,10,0,1
,76,655,663,Highway,1,2.93371,1,6000,60,1,0,2.93371,6000,0.15,4,1,1,100,10,0,1
,76,656,110,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,656,579,Highway,1,3.49195,1,3000,60,1,0,3.49195,3000,0.15,4,1,1,100,10,0,1
,76,656,657,Highway,1,2.99149,1,7000,60,1,0,2.99149,7000,0.15,4,1,1,100,10,0,1
,76,656,658,Highway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,76,656,660,Highway,1,2.318,1,3000,60,1,0,2.318,3000,0.15,4,1,1,100,10,0,1
,76,657,111,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,657,525,Highway,1,2.23796,1,5000,60,1,0,2.23796,5000,0.15,4,1,1,100,10,0,1
,76,657,647,Highway,1,2.17984,1,3500,60,1,0,2.17984,3500,0.15,4,1,1,100,10,0,1
,76,657,656,Highway,1,2.99149,1,7000,60,1,0,2.99149,7000,0.15,4,1,1,100,10,0,1
,76,657,659,Highway,1,3.17259,1,15000,60,1,0,3.17259,15000,0.15,4,1,1,100,10,0,1
,76,658,112,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,658,510,Highway,1,1.04948,1,4000,60,1,0,1.04948,4000,0.15,4,1,1,100,10,0,1
,76,658,656,Highway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,76,658,659,Highway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,76,658,661,Highway,1,2.3188,1,6000,60,1,0,2.3188,6000,0.15,4,1,1,100,10,0,1
,76,659,113,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,659,509,Highway,1,1.09969,1,5000,60,1,0,1.09969,5000,0.15,4,1,1,100,10,0,1
,76,659,654,Highway,1,3.05061,1,5500,60,1,0,3.05061,5500,0.15,4,1,1,100,10,0,1
,76,659,657,Highway,1,3.17259,1,15000,60,1,0,3.17259,15000,0.15,4,1,1,100,10,0,1
,76,659,658,Highway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,76,660,114,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,660,582,Highway,1,4.07195,1,3500,60,1,0,4.07195,3500,0.15,4,1,1,100,10,0,1
,76,660,656,Highway,1,2.318,1,3000,60,1,0,2.318,3000,0.15,4,1,1,100,10,0,1
,76,660,661,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,660,902,Highway,1,3.47218,1,4500,60,1,0,3.47218,4500,0.15,4,1,1,100,10,0,1
,76,661,115,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,661,512,Highway,1,1.09969,1,2000,60,1,0,1.09969,2000,0.15,4,1,1,100,10,0,1
,76,661,658,Highway,1,2.3188,1,6000,60,1,0,2.3188,6000,0.15,4,1,1,100,10,0,1
,76,661,660,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,661,902,Highway,1,3.74542,1,3500,60,1,0,3.74542,3500,0.15,4,1,1,100,10,0,1
,76,662,116,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,662,449,Highway,1,2.63362,1,2000,60,1,0,2.63362,2000,0.15,4,1,1,100,10,0,1
,76,662,654,Highway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,76,662,664,Highway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,76,662,667,Highway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,76,663,117,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,663,449,Highway,1,0.682,1,2000,60,1,0,0.682,2000,0.15,4,1,1,100,10,0,1
,76,663,655,Highway,1,2.93371,1,6000,60,1,0,2.93371,6000,0.15,4,1,1,100,10,0,1
,76,663,665,Highway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,76,663,841,Highway,1,3.05061,1,3500,60,1,0,3.05061,3500,0.15,4,1,1,100,10,0,1
,76,664,118,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,664,448,Highway,1,2.75245,1,3500,60,1,0,2.75245,3500,0.15,4,1,1,100,10,0,1
,76,664,662,Highway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,76,664,669,Highway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,76,664,849,Highway,1,4.45801,1,5500,60,1,0,4.45801,5500,0.15,4,1,1,100,10,0,1
,76,665,119,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,665,448,Highway,1,0.65699,1,3500,60,1,0,0.65699,3500,0.15,4,1,1,100,10,0,1
,76,665,663,Highway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,76,665,843,Highway,1,2.928,1,2000,60,1,0,2.928,2000,0.15,4,1,1,100,10,0,1
,76,665,849,Highway,1,4.57663,1,1000,60,1,0,4.57663,1000,0.15,4,1,1,100,10,0,1
,76,666,120,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,666,510,Highway,1,2.22043,1,4000,60,1,0,2.22043,4000,0.15,4,1,1,100,10,0,1
,76,666,521,Highway,1,0.793,1,1500,60,1,0,0.793,1500,0.15,4,1,1,100,10,0,1
,76,666,667,Highway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,76,666,668,Highway,1,2.92864,1,3000,60,1,0,2.92864,3000,0.15,4,1,1,100,10,0,1
,76,667,121,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,667,509,Highway,1,2.16185,1,5000,60,1,0,2.16185,5000,0.15,4,1,1,100,10,0,1
,76,667,662,Highway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,76,667,666,Highway,1,2.989,1,2000,60,1,0,2.989,2000,0.15,4,1,1,100,10,0,1
,76,667,669,Highway,1,2.92864,1,7000,60,1,0,2.92864,7000,0.15,4,1,1,100,10,0,1
,76,668,122,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,668,519,Highway,1,0.35569,1,2000,60,1,0,0.35569,2000,0.15,4,1,1,100,10,0,1
,76,668,666,Highway,1,2.92864,1,3000,60,1,0,2.92864,3000,0.15,4,1,1,100,10,0,1
,76,668,669,Highway,1,2.989,1,3500,60,1,0,2.989,3500,0.15,4,1,1,100,10,0,1
,76,668,850,Highway,1,2.989,1,4500,60,1,0,2.989,4500,0.15,4,1,1,100,10,0,1
,76,669,123,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,669,664,Highway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,76,669,667,Highway,1,2.92864,1,7000,60,1,0,2.92864,7000,0.15,4,1,1,100,10,0,1
,76,669,668,Highway,1,2.989,1,3500,60,1,0,2.989,3500,0.15,4,1,1,100,10,0,1
,76,669,851,Highway,1,2.93054,1,5500,60,1,0,2.93054,5500,0.15,4,1,1,100,10,0,1
,76,670,124,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,670,512,Highway,1,3.42144,1,2000,60,1,0,3.42144,2000,0.15,4,1,1,100,10,0,1
,76,670,519,Highway,1,3.21048,1,2000,60,1,0,3.21048,2000,0.15,4,1,1,100,10,0,1
,76,670,521,Highway,1,2.728,1,1500,60,1,0,2.728,1500,0.15,4,1,1,100,10,0,1
,76,670,854,Highway,1,5.91731,1,500,60,1,0,5.91731,500,0.15,4,1,1,100,10,0,1
,76,670,902,Highway,1,6.92961,1,500,60,1,0,6.92961,500,0.15,4,1,1,100,10,0,1
,76,670,905,Highway,1,4.72268,1,1000,60,1,0,4.72268,1000,0.15,4,1,1,100,10,0,1
,76,671,125,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,671,602,Highway,1,2.86959,1,3500,60,1,0,2.86959,3500,0.15,4,1,1,100,10,0,1
,76,671,672,Highway,1,2.87283,1,2500,60,1,0,2.87283,2500,0.15,4,1,1,100,10,0,1
,76,671,673,Highway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,76,671,676,Highway,1,2.98962,1,3000,60,1,0,2.98962,3000,0.15,4,1,1,100,10,0,1
,76,672,126,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,672,603,Highway,1,3.05061,1,2000,60,1,0,3.05061,2000,0.15,4,1,1,100,10,0,1
,76,672,671,Highway,1,2.87283,1,2500,60,1,0,2.87283,2500,0.15,4,1,1,100,10,0,1
,76,672,674,Highway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,76,672,722,Highway,1,2.86959,1,1000,60,1,0,2.86959,1000,0.15,4,1,1,100,10,0,1
,76,673,127,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,673,671,Highway,1,2.99149,1,4500,60,1,0,2.99149,4500,0.15,4,1,1,100,10,0,1
,76,673,674,Highway,1,3.05549,1,3500,60,1,0,3.05549,3500,0.15,4,1,1,100,10,0,1
,76,673,678,Highway,1,2.86765,1,4000,60,1,0,2.86765,4000,0.15,4,1,1,100,10,0,1
,76,673,683,Highway,1,3.11339,1,3000,60,1,0,3.11339,3000,0.15,4,1,1,100,10,0,1
,76,674,128,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,674,672,Highway,1,2.98962,1,2000,60,1,0,2.98962,2000,0.15,4,1,1,100,10,0,1
,76,674,673,Highway,1,3.05549,1,3500,60,1,0,3.05549,3500,0.15,4,1,1,100,10,0,1
,76,674,684,Highway,1,2.928,1,1500,60,1,0,2.928,1500,0.15,4,1,1,100,10,0,1
,76,674,724,Highway,1,2.928,1,2000,60,1,0,2.928,2000,0.15,4,1,1,100,10,0,1
,76,675,129,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,675,404,Highway,1,1.54319,1,5500,60,1,0,1.54319,5500,0.15,4,1,1,100,10,0,1
,76,675,606,Highway,1,3.11339,1,3500,60,1,0,3.11339,3500,0.15,4,1,1,100,10,0,1
,76,675,676,Highway,1,2.74771,1,5500,60,1,0,2.74771,5500,0.15,4,1,1,100,10,0,1
,76,675,677,Highway,1,2.80865,1,4500,60,1,0,2.80865,4500,0.15,4,1,1,100,10,0,1
,76,676,130,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,676,607,Highway,1,3.111,1,500,60,1,0,3.111,500,0.15,4,1,1,100,10,0,1
,76,676,671,Highway,1,2.98962,1,3000,60,1,0,2.98962,3000,0.15,4,1,1,100,10,0,1
,76,676,675,Highway,1,2.74771,1,5500,60,1,0,2.74771,5500,0.15,4,1,1,100,10,0,1
,76,676,678,Highway,1,2.867,1,3500,60,1,0,2.867,3500,0.15,4,1,1,100,10,0,1
,76,677,131,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,677,406,Highway,1,0.82067,1,3000,60,1,0,0.82067,3000,0.15,4,1,1,100,10,0,1
,76,677,675,Highway,1,2.80865,1,4500,60,1,0,2.80865,4500,0.15,4,1,1,100,10,0,1
,76,677,678,Highway,1,2.87283,1,5500,60,1,0,2.87283,5500,0.15,4,1,1,100,10,0,1
,76,677,687,Highway,1,3.05061,1,8000,60,1,0,3.05061,8000,0.15,4,1,1,100,10,0,1
,76,678,132,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,678,673,Highway,1,2.86765,1,4000,60,1,0,2.86765,4000,0.15,4,1,1,100,10,0,1
,76,678,676,Highway,1,2.867,1,3500,60,1,0,2.867,3500,0.15,4,1,1,100,10,0,1
,76,678,677,Highway,1,2.87283,1,5500,60,1,0,2.87283,5500,0.15,4,1,1,100,10,0,1
,76,678,688,Highway,1,2.989,1,7500,60,1,0,2.989,7500,0.15,4,1,1,100,10,0,1
,76,679,133,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,679,610,Highway,1,3.05061,1,6500,60,1,0,3.05061,6500,0.15,4,1,1,100,10,0,1
,76,679,680,Highway,1,2.196,1,3500,60,1,0,2.196,3500,0.15,4,1,1,100,10,0,1
,76,679,681,Highway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,76,680,134,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,680,404,Highway,1,1.61045,1,5500,60,1,0,1.61045,5500,0.15,4,1,1,100,10,0,1
,76,680,488,Highway,1,2.29623,1,2500,60,1,0,2.29623,2500,0.15,4,1,1,100,10,0,1
,76,680,611,Highway,1,2.92864,1,4500,60,1,0,2.92864,4500,0.15,4,1,1,100,10,0,1
,76,680,679,Highway,1,2.196,1,3500,60,1,0,2.196,3500,0.15,4,1,1,100,10,0,1
,76,681,135,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,681,487,Highway,1,1.64248,1,3000,60,1,0,1.64248,3000,0.15,4,1,1,100,10,0,1
,76,681,623,Highway,1,2.87736,1,4000,60,1,0,2.87736,4000,0.15,4,1,1,100,10,0,1
,76,681,679,Highway,1,3.05061,1,4000,60,1,0,3.05061,4000,0.15,4,1,1,100,10,0,1
,76,681,691,Highway,1,2.867,1,12000,60,1,0,2.867,12000,0.15,4,1,1,100,10,0,1
,76,682,136,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,682,406,Highway,1,2.20446,1,3000,60,1,0,2.20446,3000,0.15,4,1,1,100,10,0,1
,76,682,487,Highway,1,1.50659,1,3000,60,1,0,1.50659,3000,0.15,4,1,1,100,10,0,1
,76,682,488,Highway,1,1.01524,1,2500,60,1,0,1.01524,2500,0.15,4,1,1,100,10,0,1
,76,682,692,Highway,1,2.9946,1,8000,60,1,0,2.9946,8000,0.15,4,1,1,100,10,0,1
,76,683,137,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,683,673,Highway,1,3.11339,1,3000,60,1,0,3.11339,3000,0.15,4,1,1,100,10,0,1
,76,683,684,Highway,1,2.928,1,2500,60,1,0,2.928,2500,0.15,4,1,1,100,10,0,1
,76,683,685,Highway,1,2.80666,1,4000,60,1,0,2.80666,4000,0.15,4,1,1,100,10,0,1
,76,683,688,Highway,1,2.9946,1,3500,60,1,0,2.9946,3500,0.15,4,1,1,100,10,0,1
,76,684,138,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,684,674,Highway,1,2.928,1,1500,60,1,0,2.928,1500,0.15,4,1,1,100,10,0,1
,76,684,683,Highway,1,2.928,1,2500,60,1,0,2.928,2500,0.15,4,1,1,100,10,0,1
,76,684,728,Highway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,76,685,139,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,685,411,Highway,1,2.91909,1,6000,60,1,0,2.91909,6000,0.15,4,1,1,100,10,0,1
,76,685,683,Highway,1,2.80666,1,4000,60,1,0,2.80666,4000,0.15,4,1,1,100,10,0,1
,76,685,686,Highway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,76,685,690,Highway,1,3.05,1,4000,60,1,0,3.05,4000,0.15,4,1,1,100,10,0,1
,76,686,140,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,686,685,Highway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,76,686,730,Highway,1,2.92864,1,1000,60,1,0,2.92864,1000,0.15,4,1,1,100,10,0,1
,76,687,141,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,687,407,Highway,1,0.82067,1,6500,60,1,0,0.82067,6500,0.15,4,1,1,100,10,0,1
,76,687,677,Highway,1,3.05061,1,8000,60,1,0,3.05061,8000,0.15,4,1,1,100,10,0,1
,76,687,688,Highway,1,2.80865,1,6500,60,1,0,2.80865,6500,0.15,4,1,1,100,10,0,1
,76,687,689,Highway,1,2.928,1,7000,60,1,0,2.928,7000,0.15,4,1,1,100,10,0,1
,76,688,142,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,688,678,Highway,1,2.989,1,7500,60,1,0,2.989,7500,0.15,4,1,1,100,10,0,1
,76,688,683,Highway,1,2.9946,1,3500,60,1,0,2.9946,3500,0.15,4,1,1,100,10,0,1
,76,688,687,Highway,1,2.80865,1,6500,60,1,0,2.80865,6500,0.15,4,1,1,100,10,0,1
,76,688,690,Highway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,76,689,143,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,689,408,Highway,1,1.04948,1,2000,60,1,0,1.04948,2000,0.15,4,1,1,100,10,0,1
,76,689,687,Highway,1,2.928,1,7000,60,1,0,2.928,7000,0.15,4,1,1,100,10,0,1
,76,689,690,Highway,1,2.81196,1,3500,60,1,0,2.81196,3500,0.15,4,1,1,100,10,0,1
,76,689,699,Highway,1,3.1116,1,1500,60,1,0,3.1116,1500,0.15,4,1,1,100,10,0,1
,76,690,144,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,690,410,Highway,1,2.81196,1,2000,60,1,0,2.81196,2000,0.15,4,1,1,100,10,0,1
,76,690,685,Highway,1,3.05,1,4000,60,1,0,3.05,4000,0.15,4,1,1,100,10,0,1
,76,690,688,Highway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,76,690,689,Highway,1,2.81196,1,3500,60,1,0,2.81196,3500,0.15,4,1,1,100,10,0,1
,76,691,145,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,691,481,Highway,1,2.30915,1,6500,60,1,0,2.30915,6500,0.15,4,1,1,100,10,0,1
,76,691,486,Highway,1,1.06706,1,6500,60,1,0,1.06706,6500,0.15,4,1,1,100,10,0,1
,76,691,681,Highway,1,2.867,1,12000,60,1,0,2.867,12000,0.15,4,1,1,100,10,0,1
,76,691,692,Highway,1,2.75109,1,8000,60,1,0,2.75109,8000,0.15,4,1,1,100,10,0,1
,76,692,146,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,692,407,Highway,1,2.45596,1,6500,60,1,0,2.45596,6500,0.15,4,1,1,100,10,0,1
,76,692,682,Highway,1,2.9946,1,8000,60,1,0,2.9946,8000,0.15,4,1,1,100,10,0,1
,76,692,691,Highway,1,2.75109,1,8000,60,1,0,2.75109,8000,0.15,4,1,1,100,10,0,1
,76,692,694,Highway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,76,693,147,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,693,479,Highway,1,0.96449,1,3000,60,1,0,0.96449,3000,0.15,4,1,1,100,10,0,1
,76,693,483,Highway,1,0.682,1,6500,60,1,0,0.682,6500,0.15,4,1,1,100,10,0,1
,76,693,694,Highway,1,2.98962,1,4500,60,1,0,2.98962,4500,0.15,4,1,1,100,10,0,1
,76,693,703,Highway,1,3.05,1,2000,60,1,0,3.05,2000,0.15,4,1,1,100,10,0,1
,76,694,148,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,694,408,Highway,1,2.10339,1,2000,60,1,0,2.10339,2000,0.15,4,1,1,100,10,0,1
,76,694,539,Highway,1,1.15095,1,5000,60,1,0,1.15095,5000,0.15,4,1,1,100,10,0,1
,76,694,692,Highway,1,2.92864,1,5500,60,1,0,2.92864,5500,0.15,4,1,1,100,10,0,1
,76,694,693,Highway,1,2.98962,1,4500,60,1,0,2.98962,4500,0.15,4,1,1,100,10,0,1
,76,695,149,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,695,411,Highway,1,0.63686,1,6000,60,1,0,0.63686,6000,0.15,4,1,1,100,10,0,1
,76,695,696,Highway,1,2.989,1,8500,60,1,0,2.989,8500,0.15,4,1,1,100,10,0,1
,76,695,697,Highway,1,2.92864,1,4500,60,1,0,2.92864,4500,0.15,4,1,1,100,10,0,1
,76,695,700,Highway,1,2.99149,1,10500,60,1,0,2.99149,10500,0.15,4,1,1,100,10,0,1
,76,696,150,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,696,695,Highway,1,2.989,1,8500,60,1,0,2.989,8500,0.15,4,1,1,100,10,0,1
,76,696,698,Highway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,76,696,734,Highway,1,2.80865,1,1500,60,1,0,2.80865,1500,0.15,4,1,1,100,10,0,1
,76,697,151,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,697,695,Highway,1,2.92864,1,4500,60,1,0,2.92864,4500,0.15,4,1,1,100,10,0,1
,76,697,698,Highway,1,2.99149,1,4000,60,1,0,2.99149,4000,0.15,4,1,1,100,10,0,1
,76,697,702,Highway,1,2.989,1,5500,60,1,0,2.989,5500,0.15,4,1,1,100,10,0,1
,76,697,809,Highway,1,2.989,1,2500,60,1,0,2.989,2500,0.15,4,1,1,100,10,0,1
,76,698,152,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,698,696,Highway,1,3.05061,1,5000,60,1,0,3.05061,5000,0.15,4,1,1,100,10,0,1
,76,698,697,Highway,1,2.99149,1,4000,60,1,0,2.99149,4000,0.15,4,1,1,100,10,0,1
,76,698,736,Highway,1,2.867,1,4500,60,1,0,2.867,4500,0.15,4,1,1,100,10,0,1
,76,698,810,Highway,1,2.86765,1,2000,60,1,0,2.86765,2000,0.15,4,1,1,100,10,0,1
,76,699,153,Highway,1,0.86267,1,49500,60,1,0,0.86267,49500,0.15,4,1,1,100,10,0,1
,76,699,538,Highway,1,0.71138,1,8000,60,1,0,0.71138,8000,0.15,4,1,1,100,10,0,1
,76,699,689,Highway,1,3.1116,1,1500,60,1,0,3.1116,1500,0.15,4,1,1,100,10,0,1
,76,699,700,Highway,1,2.867,1,5000,60,1,0,2.867,5000,0.15,4,1,1,100,10,0,1
,76,699,701,Highway,1,2.86765,1,5000,60,1,0,2.86765,5000,0.15,4,1,1,100,10,0,1
